番号,単語,意味
1876,explore,調査［探究］する、探検［探査］する
1877,explosion,爆発
1878,exponential,（増加が）指数関数的な，急激な
1879,export,輸出する、外国に広める、輸出、輸出品
1880,expose,さらす、暴露する、露出する
1881,exposure,身をさらすこと、暴露
1882,express,はっきりした、急行の、速達便の
1883,expression,表現、表情
1884,exquisite,この上なく優れた、たいへんすばらしい
1885,extend,延長する、～を拡大する、～を示す、～を施す
1886,extensive,広範囲の、大規模な
1887,extent,程度、範囲
1888,exterminate,根絶する、皆殺しにする
1889,external,外部の、対外的な
1890,extinct,（動物のある種族などが）絶滅した、消えた
1891,extinction,絶滅
1892,extinguish,消す、失わせる
1893,extra,追加の、余分の、別勘定の
1894,extract,抽出する、引き出す、抽出物、抜粋
1895,extraordinary,並はずれた、異常な、驚くべき
1896,extravagant,仰々しい、金遣いの荒い、ぜいたくな
1897,extreme,極端な、極度の、過激な
1898,extremely,非常に
1899,extrovert,外向的な、社交的な
1900,eyebrow,眉毛
1901,eyelash,まつげ
1902,eyelid,まぶた
1903,eyesight,視力、資格
1904,eyesore,目ざわりなもの
1905,fable,たとえ話、つくりばなし
1906,fabric,織物、織り方、基本構造[関係]
1907,fabricate,をでっち上げる、を組み立てる
1908,fabulous,すばらしい
1909,facade,うわべ、見せかけ
1910,face,～に直面する、～に面する
1911,facial,顔の
1912,facilitate,を促進する、を容易にする
1913,facilitated,促進された
1914,facility,施設、設備、容易さ、能力
1915,fact,事実
1916,factor,要因、因子
1917,factory,工場
1918,faculty,能力、才能、機能、(大学の)学部、教授陣
1919,fade,あせる、消えていく、しぼむ
1920,fail,失敗する、～しない、できない(to do)、役立たない
1921,failure,失敗
1922,faint,かすかな、弱々しい、ぼんやりした、気を失いそうな
1923,fair,公平な、公正な、まあまあの、かなりの、美しい、品評会
1924,fairly,かなり、適切（公平）に
1925,fairy,妖精の（ような）
1926,faith,信頼、信仰（心）
1927,fake,偽造する、のふりをする
1928,fallacy,誤った考え、誤信、錯誤
1929,FALSE,誤った、間違った、うその、偽りの、真実とは違う
1930,falsify,を偽造する
1931,fame,名声
1932,familiar,精通した、なじみのある
1933,familiarize,慣れさせる
1934,famine,飢饉、（食糧・物資の）ひどい不足
1935,famous,有名な
1936,fanatical,狂信的な、熱狂的な
1937,fancy,空想、好み、高価な、装飾的な、を想像する、を好む
1938,fantasize,空想する
1939,fantastic,すてきな、途方もない、架空の
1940,fantasy,空想、幻想、幻想的作品
1941,far,大いに、遠くへ、ほど遠い[=決して～でない]
1942,fare,（交通機関の）運賃
1943,farewell,お別れ
1944,farming,農業
1945,fascinate,魅惑する、うっとりさせる
1946,fascination,魅力、引きつけられること
1947,fashion,流行、ファッション、方法、流儀
1948,fast,速い、固定した、しっかりと、ぐっすりと、断食する
1949,fasten,しっかり留める
1950,fat,太っている、脂肪（分）
1951,fatal,致命的な、取り返しのつかない
1952,fatality,死亡者
1953,fate,運命、結末、最期
1954,fatigue,疲労
1955,fault,誤り、欠陥、欠点、（落度などの）責任
1956,faulty,(機械・装置などが)欠陥のある
1957,favor,好意、親切な行為、支持、賛成する、えこひいきする
1958,favorable,好意的な、好ましい
1959,favorite,お気に入りの（もの）
1960,fear,恐れる、気づかう、恐怖、心配
1961,feasible,（計画・方法などが）実現［実行］可能な
1962,feast,ごちそう、祝宴、祝祭(日)
1963,feat,功績、(熟練体力を要する)妙技、離れ業、偉業
1964,feather,羽、羽毛
1965,feature,特徴、（複数）顔立ち、呼び物、を呼び物とする
1966,featureless,特色のない、感じやすい
1967,federal,連邦（政府）の
1968,federation,連邦、連邦国家
1969,fee,（参加・入場の）料金、（専門職への）謝礼
1970,feeble,弱々しい、ひ弱な
1971,feed,食べ物［乳］を与える、供給する、餌を食べる
1972,feeling,感情、（漠然とした）感じ、感覚
1973,fellow,仲間、奴、同僚、同級生、男
1974,female,女性（の）、雌（の）
1975,feminine,女らしい
1976,ferocious,残忍な、ものすごい
1977,fertile,肥沃な、創造力豊かな、（動植物が）生殖力のある
1978,fertility,多産、繁殖能力（のあること）、肥沃なこと
1979,fertilizer,肥料
1980,fetch,取って来る、連れてくる、進路を取る、取って来ること
1981,feudal,封建時代［制度］の、封建的な
1982,fever,熱、熱狂
1983,fiber,繊維(の１本)、繊維質、食物繊維
1984,fiction,小説、フィクション、作り話、虚構
1985,fictional,架空の、フィクションの
1986,fictitious,架空の、偽りの
1987,field,場、畑、田、野原、競技場、分野
1988,fierce,どう猛な、激しい、厳しい
1989,fight,戦う、けんか、戦い
1990,figure,と思う、数字、姿、（～な）人物、図形
1991,file,(書類などの)ファイル、（書類などを）提出する
1992,fill,満たす、占める
1993,film,映画、フィルム
1994,filter,フィルター、濾過機、染み出る、を濾過する、を取り除く
1995,filthy,汚い、不潔な
1996,finale,終楽章、フィナーレ
1997,finally,とうとう、終わりにあたって
1998,finance,融資する、資金を提供する
1999,financial,財政（上）の、財界の
2000,finding,発見（物）、報告、判決
2001,fine,すばらしい、細かい、罰金、～に罰金を科す
2002,fingerprint,指紋
2003,finite,有限の、限られた
2004,fire,（労働者）を首にする、（銃など）を発射する
2005,fireplace,暖炉
2006,firm,堅固な、しっかりした、安定した、会社
2007,first,第一の；まず第一に；最初のうちは
2008,firsthand,直接の
2009,fisherman,漁師、釣り人
2010,fist,握りこぶし
2011,fit,合う、取りつける、適した、体調がよい、発作
2012,fix,修理する、（食事など）を用意する、固定する、決める
2013,flame,火炎、光彩、（顔・頬などが）赤らむ、（炎を上げて）燃える
2014,flap,パタパタ動く、羽ばたく、をパタパタ動かす
2015,flare,ぱっと燃え上がる
2016,flash,ひらめき、閃光、ひらめく、ぴかっと光る
2017,flat,単調な、そっけない、平らな、断固とした、均一の
2018,flatter,お世辞を言う、おべっかをつかう
2019,flattery,お世辞、おべっか
2020,flavor,風味、に風味をつける
2021,flaw,欠点、きず
2022,flee,逃げる、～から逃げる
2023,flesh,（人・動物の）肉、果肉
2024,flexible,柔軟な、柔らかい、融通のきく
2025,flight,（飛行機の）便、飛ぶこと、飛行、逃走、脱出
2026,flip,はじく、ひっくり返す、裏返す、切り替える
2027,float,浮く、漂う、浮かべる
2028,floating,浮かぶ
2029,flock,群れ、群衆、大群、一群、集まる、群れをなす
2030,flood,洪水、あふれる、水浸しにする、
2031,flourish,（文化などが）栄える、（植物などが）繁茂する
2032,flourishing,栄えている
2033,flow,流れる、流れ
2034,flu,インフルエンザ（influenzaの略）
2035,fluctuate,[自] （数値，物価が）変動する
2036,fluent,流暢な、緩やかな
2037,fluid,流体、流動性の：変わりやすい、(言葉が)流暢な
2038,fluoride,フッ化物
2039,flush,紅潮、上気、突然の高まり、水洗すること
2040,flutter,はばたきする、はためく、どきどきする、はばたき、動揺
2041,focus,集中させる、焦点を合わせる、焦点が合う、焦点、重点
2042,foe,敵
2043,fog,霧
2044,foil,を失敗に終わらせる、を挫折させる
2045,fold,包む、折りたたむ、（手足など）を組む
2046,folk,人々、〔～s〕皆さん、〔one's ～s〕家族
2047,folklore,民間伝承
2048,follow,従う、後について行く、後に起こる
2049,follow-up,追跡調査、追加、続行
2050,fond,Aが好きだ
2051,fool,愚か者、をばかにする
2052,forbid,禁止する
2053,force,～に無理やり…させる、力、（複数形で）軍隊
2054,forecast,予報する、予想する、予報、予想
2055,forehead,ひたい
2056,foreign,外国の、異質の
2057,foresee,（問題・事故など）を予知する
2058,foresight,先見の明、洞察力
2059,foretell,予言（予知）する
2060,forge,偽造する、（関係など）を築く、鍛造する
2061,forgive,(人・行為・罪など)を許す
2062,form,形（態）、申込用紙、を形作る、形になる
2063,formalize,を形式化する
2064,format,書式、形式、（本などの）型
2065,formation,形成、構成（物）、隊列
2066,former,前(者)の、（the）（２つのうちの）前者
2067,formerly,かつては、以前は
2068,formidable,手ごわい
2069,formula,(複～sまたはformulae)公式、決まったやり方
2070,formulate,(計画など)を(注意深く)まとめる、を明確に述べる
2071,forsake,見捨てる
2072,forth,前へ、先へ、それ以降
2073,forthcoming,来るべき
2074,fortuitous,偶然の、思いがけない
2075,fortune,財産、幸運、運命
2076,forward,前に、将来に向かって、(手紙・メール)を転送する
2077,fossil,化石、時代遅れの人［物］
2078,foster,促進する、養育する、里親（里子）の
2079,foul,不快な、汚い、反則の、反則
2080,found,設立する、基礎を築く
2081,foundation,基礎、設立
